Individual,Species,Family,Month,Year,Location,Collector,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,Lattitude_Group,Temperature_District,Temperature_Before,Temperature_Of,Ecology,Voltinism,,
41,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,female,25.058,251.724,2.038,7.641,3,England S,11.1,11.29,GG,Univoltine,,
42,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,female,24.62,242.246,2.402,7.349,3,England S,11.1,11.29,GG,Univoltine,,
43,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,female,24.051,231.668,2.135,7.349,3,England S,11.1,11.29,GG,Univoltine,,
44,meadow brown,Nymphalidae,July,1917,Staffordshire,FC Woodforde,female,25.275,242.351,1.989,7.569,3,England S,11.1,11.29,GG,Univoltine,,
26,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,29.274,322.195,2.939,9.895,3,England S,11.1,11.29,GS,Univoltine,,
29,peacock,Nymphalidae,September,1917,Gloucestershire,Thornewill,,31.051,411.917,3.256,10.784,2,England S,11.1,11.29,GS,Univoltine,,
35,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,26.831,299.36,2.321,7.996,3,England S,11.1,11.29,GS,Univoltine,,
36,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,28.189,311.781,2.693,9.342,3,England S,11.1,11.29,GS,Univoltine,,
37,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,27.563,314.173,2.625,8.493,3,England S,11.1,11.29,GS,Univoltine,,
38,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,28.929,347.298,3.178,9.117,3,England S,11.1,11.29,GS,Univoltine,,
39,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,25.716,281.076,2.095,9.379,3,England S,11.1,11.29,GS,Univoltine,,
40,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,29.843,360.549,3.325,10.098,3,England S,11.1,11.29,GS,Univoltine,,
41,peacock,Nymphalidae,August,1917,Staffordshire,FC Woodforde,,26.31,284.911,2.508,7.479,3,England S,11.1,11.29,GS,Univoltine,,
24,small tortoiseshell,Nymphalidae,August,1917,Hertfordshire,LW newman,,24.391,221.884,2.48,7.712,2,England S,11.1,11.29,GS,Multivoltine,,
25,small tortoiseshell,Nymphalidae,August,1917,Hertfordshire,LW newman,,22.588,188.191,2.388,6.933,2,England S,11.1,11.29,GS,Multivoltine,,
70,speckled wood,Nymphalidae,August,1917,Dorset,JJL,,20.07,156.19,1.904,6.941,1,England S,11.1,11.29,GG,Multivoltine,,
34,wall,Nymphalidae,September,1917,Gloucestershire,Thornewill,male,21.888,181.287,1.36,7.645,2,England S,11.1,11.29,GG,Multivoltine,,
35,wall,Nymphalidae,September,1917,Gloucestershire,Thornewill,female,21.505,195.243,2.353,6.941,2,England S,11.1,11.29,GG,Multivoltine,,
36,wall,Nymphalidae,September,1917,Gloucestershire,Thornewill,female,22.651,201.051,2.401,7.18,2,England S,11.1,11.29,GG,Multivoltine,,
41,wall,Nymphalidae,June,1917,Gloucestershire,Thornewill,male,20.532,161.674,1.577,7.3,2,England S,11.1,11.29,GG,Multivoltine,,
61,wall,Nymphalidae,August,1917,Dorset,JJL,male,21.442,177.612,1.601,7.689,1,England S,11.1,11.29,GG,Multivoltine,,
62,wall,Nymphalidae,August,1917,Dorset,JJL,female,22.308,195.364,2.668,7.082,1,England S,11.1,11.29,GG,Multivoltine,,
63,wall,Nymphalidae,August,1917,Dorset,JJL,female,22.677,212.676,2.959,6.718,1,England S,11.1,11.29,GG,Multivoltine,,
48,white admiral,Nymphalidae,July,1917,Hampshire,Robertson,,29.306,329.057,2.546,9.207,2,England S,11.1,11.29,SS,Univoltine,,
50,white admiral,Nymphalidae,June,1917,Hampshire,Nevil V Sidgwick,,27.114,269.438,2.693,8.271,2,England S,11.1,11.29,SS,Univoltine,,
1,comma,Nymphalidae,August,1918,Staffordshire,FC Woodforde,,24.209,217.663,2.351,8.001,3,England S,11.29,11.66,GG,Multivoltine,,
13,comma,Nymphalidae,May,1918,Gloucestershire,Thornewill,,24.276,227.745,2.293,8.059,2,England S,11.29,11.66,GG,Multivoltine,,
16,dark green fritillary,Nymphalidae,July,1918,Buckinghamshire,HRB,,29.995,343.044,3.259,11.207,2,England S,11.29,11.66,GS,Univoltine,,
79,gatekeeper,Nymphalidae,August,1918,Berkshire,AH Hamm,female,19.346,149.825,1.938,6.146,2,England S,11.29,11.66,GG,Univoltine,,
5,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,17.884,124.559,1.149,6.684,3,England S,11.29,11.66,SS,Univoltine,,
6,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,18.378,137.994,1.451,6.747,3,England S,11.29,11.66,SS,Univoltine,,
7,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,18.946,135.199,1.452,6.683,3,England S,11.29,11.66,SS,Univoltine,,
8,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,18.839,138.506,1.24,6.777,3,England S,11.29,11.66,SS,Univoltine,,
9,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,18.781,142.638,1.514,7.089,3,England S,11.29,11.66,SS,Univoltine,,
13,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,19.074,146.524,1.874,6.474,3,England S,11.29,11.66,SS,Univoltine,,
14,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,19.144,141.808,1.36,5.905,3,England S,11.29,11.66,SS,Univoltine,,
15,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,19.334,146.786,2.207,5.988,3,England S,11.29,11.66,SS,Univoltine,,
23,large heath,Nymphalidae,June,1918,Shropshire,FC Woodforde,,19.279,143.373,1.907,5.383,3,England S,11.29,11.66,SS,Univoltine,,
46,large heath,Nymphalidae,June,1918,Cumbria,EJ Nurse,,18.624,134.762,1.542,7.47,5,England N,9.945,10.015,SS,Univoltine,,
47,large heath,Nymphalidae,June,1918,Cumbria,EJ Nurse,,19.258,146.56,1.361,7.019,5,England N,9.945,10.015,SS,Univoltine,,
48,large heath,Nymphalidae,June,1918,Cumbria,EJ Nurse,,18.179,132.992,1.421,6.567,5,England N,9.945,10.015,SS,Univoltine,,
52,large heath,Nymphalidae,June,1918,Cumbria,EJ Nurse,,17.815,128.961,1.27,6.473,5,England N,9.945,10.015,SS,Univoltine,,
53,large heath,Nymphalidae,June,1918,Cumbria,EJ Nurse,,19.493,142.623,2.328,6.048,5,England N,9.945,10.015,SS,Univoltine,,
54,large heath,Nymphalidae,June,1918,Cumbria,EJ Nurse,,18.807,145.267,1.391,7.167,5,England N,9.945,10.015,SS,Univoltine,,
15,marbled white,Nymphalidae,June,1918,Gloucestershire,Thornewill,female,21.801,178.392,2.54,7.35,2,England S,11.29,11.66,GG,Univoltine,,
16,marbled white,Nymphalidae,July,1918,Gloucestershire,Thornewill,male,20.768,160.388,1.452,8.982,2,England S,11.29,11.66,GG,Univoltine,,
17,marbled white,Nymphalidae,July,1918,Gloucestershire,Thornewill,female,26.637,255.209,3.144,8.952,2,England S,11.29,11.66,GG,Univoltine,,
18,marbled white,Nymphalidae,July,1918,Gloucestershire,Thornewill,female,26.323,256.791,3.084,8.256,2,England S,11.29,11.66,GG,Univoltine,,
19,marbled white,Nymphalidae,July,1918,Gloucestershire,Thornewill,female,28.667,294.283,2.6,8.381,2,England S,11.29,11.66,GG,Univoltine,,
77,speckled wood,Nymphalidae,May,1918,Northamptonshire,JJL,,22.663,189.601,1.862,8.158,3,England S,11.29,11.66,GG,Multivoltine,,
57,wall,Nymphalidae,August,1918,Berkshire,AH Hamm,female,21.747,202.222,2.499,7.376,2,England S,11.29,11.66,GG,Multivoltine,,
58,wall,Nymphalidae,August,1918,Berkshire,AH Hamm,female,22.807,207.849,2.838,7.909,2,England S,11.29,11.66,GG,Multivoltine,,
59,wall,Nymphalidae,August,1918,Berkshire,AH Hamm,female,23.126,212.058,3.007,7.472,2,England S,11.29,11.66,GG,Multivoltine,,
17,white admiral,Nymphalidae,June,1918,Hampshire,AE Burras,,27.159,275.033,2.618,8.98,2,England S,11.29,11.66,SS,Univoltine,,
19,white admiral,Nymphalidae,June ,1918,Hampshire,AE Burras,,31.014,350.082,2.513,8.682,2,England S,11.29,11.66,SS,Univoltine,,
36,comma,Nymphalidae,September,1919,Oxfordshire,JJ Walker,,24.236,222.637,2.839,8.273,2,England S,11.66,11.32,GG,Multivoltine,,
21,dark green fritillary,Nymphalidae,August,1919,Oxfordshire,J Collins,,27.385,302.38,3.345,10.607,2,England S,11.66,11.32,GS,Univoltine,,
22,dark green fritillary,Nymphalidae,August,1919,Oxfordshire,J Collins,,27.794,290.035,3.545,10.665,2,England S,11.66,11.32,GS,Univoltine,,
37,dark green fritillary,Nymphalidae,July,1919,Cumbria,HD Ford,,26.764,276.452,3.316,10.663,5,England N,10.52,10.015,GS,Univoltine,,
6,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,male,17.721,139.548,1.011,7.661,1,England S,11.66,11.32,GG,Univoltine,,
7,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,female,18.873,141.716,1.786,6.213,1,England S,11.66,11.32,GG,Univoltine,,
15,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,male,17.784,125.722,1.483,7.751,1,England S,11.66,11.32,GG,Univoltine,,
16,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,female,18.488,143.581,1.618,6.402,1,England S,11.66,11.32,GG,Univoltine,,
19,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,male,18.087,135.336,1.011,7.143,1,England S,11.66,11.32,GG,Univoltine,,
20,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,male,17.79,133.776,1.112,7.083,1,England S,11.66,11.32,GG,Univoltine,,
21,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,female,19.318,148.061,1.888,6.506,1,England S,11.66,11.32,GG,Univoltine,,
22,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,female,20.347,168.034,2.055,5.868,1,England S,11.66,11.32,GG,Univoltine,,
28,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,female,20.192,180.234,1.819,6.386,1,England S,11.66,11.32,GG,Univoltine,,
29,gatekeeper,Nymphalidae,July,1919,Devon,FC Woodforde,female,18.844,144.257,1.854,5.968,1,England S,11.66,11.32,GG,Univoltine,,
6,peacock,Nymphalidae,August,1919,Devon,FC Woodforde,,28.067,333.137,2.77,9.279,1,England S,11.66,11.32,GS,Univoltine,,
7,peacock,Nymphalidae,September,1919,Devon,FC Woodforde,,26.864,295.519,2.582,8.833,1,England S,11.66,11.32,GS,Univoltine,,
8,peacock,Nymphalidae,September,1919,Devon,FC Woodforde,,26.884,302.738,3.112,8.585,1,England S,11.66,11.32,GS,Univoltine,,
9,peacock,Nymphalidae,April,1919,Isle of Wight,EB Poulton,,27.981,320.53,2.208,9.241,1,England S,11.66,11.32,GS,Univoltine,,
10,peacock,Nymphalidae,September,1919,Devon,FC Woodforde,,25.6,263.313,2.321,8.719,1,England S,11.66,11.32,GS,Univoltine,,
11,peacock,Nymphalidae,September,1919,Devon,FC Woodforde,,25.033,251.91,2.398,8.61,1,England S,11.66,11.32,GS,Univoltine,,
12,peacock,Nymphalidae,September,1919,Devon,FC Woodforde,,29.072,342.517,3.632,10.119,1,England S,11.66,11.32,GS,Univoltine,,
13,peacock,Nymphalidae,September,1919,Devon,FC Woodforde,,29.224,338.743,2.992,8.72,1,England S,11.66,11.32,GS,Univoltine,,
4,silver washed fritillary,Nymphalidae,August,1919,Devon,FC Woodforde,female,36.875,469.594,3.605,11.335,1,England S,11.66,11.32,SS,Univoltine,,
13,silver washed fritillary,Nymphalidae,July,1919,Gloucestershire,Thornewill,male,32.564,391.105,2.729,12.505,2,England S,11.66,11.32,SS,Univoltine,,
14,silver washed fritillary,Nymphalidae,July,1919,Gloucestershire,Thornewill,male,30.407,336.252,2.966,11.692,2,England S,11.66,11.32,SS,Univoltine,,
15,silver washed fritillary,Nymphalidae,July,1919,Gloucestershire,Thornewill,female,33.524,400.683,3.336,10.917,2,England S,11.66,11.32,SS,Univoltine,,
43,small tortoiseshell,Nymphalidae,,1919,Cheshire,BH crabtree,,22.491,190.549,2.721,6.746,5,England N,10.52,10.015,GS,Multivoltine,,
44,small tortoiseshell,Nymphalidae,,1919,Cheshire,BH crabtree,,25.265,258.929,3.416,8.019,5,England N,10.52,10.015,GS,Multivoltine,,
13,speckled wood,Nymphalidae,August,1919,Devon,FC Woodforde,,21.436,170.057,1.401,8.054,1,England S,11.66,11.32,GG,Multivoltine,,
14,speckled wood,Nymphalidae,August,1919,Devon,FC Woodforde,,21.344,175.051,1.704,8.24,1,England S,11.66,11.32,GG,Multivoltine,,
15,speckled wood,Nymphalidae,July,1919,Devon,FC Woodforde,,21.411,173.117,1.566,7.051,1,England S,11.66,11.32,GG,Multivoltine,,
16,speckled wood,Nymphalidae,August,1919,Devon,FC Woodforde,,22.748,195.696,1.799,7.331,1,England S,11.66,11.32,GG,Multivoltine,,
17,speckled wood,Nymphalidae,July,1919,Devon,FC Woodforde,,21.38,176.403,1.471,8.287,1,England S,11.66,11.32,GG,Multivoltine,,
18,speckled wood,Nymphalidae,August,1919,Devon,FC Woodforde,,21.266,176.586,1.506,6.886,1,England S,11.66,11.32,GG,Multivoltine,,
19,speckled wood,Nymphalidae,September,1919,Devon,FC Woodforde,,22.487,205.347,2.012,7.326,1,England S,11.66,11.32,GG,Multivoltine,,
41,speckled wood,Nymphalidae,June,1919,Surrey,EGR Waters,,21.656,181.985,1.704,8.172,2,England S,11.66,11.32,GG,Multivoltine,,
5,wall,Nymphalidae,July,1919,Devon,FC Woodforde,male,22.372,202.014,1.868,7.494,1,England S,11.66,11.32,GG,Multivoltine,,
6,wall,Nymphalidae,July,1919,Devon,FC Woodforde,male,21.757,192.532,1.31,8.27,1,England S,11.66,11.32,GG,Multivoltine,,
7,wall,Nymphalidae,July,1919,Devon,FC Woodforde,male,21.774,180.754,1.434,7.958,1,England S,11.66,11.32,GG,Multivoltine,,
8,wall,Nymphalidae,August,1919,Devon,FC Woodforde,female,23.485,226.661,2.257,6.888,1,England S,11.66,11.32,GG,Multivoltine,,
9,wall,Nymphalidae,August,1919,Devon,FC Woodforde,female,22.487,206.574,1.819,6.985,1,England S,11.66,11.32,GG,Multivoltine,,
10,wall,Nymphalidae,August,1919,Devon,FC Woodforde,female,22.886,203.805,1.964,7.906,1,England S,11.66,11.32,GG,Multivoltine,,
14,wall,Nymphalidae,July,1919,Devon,FC Woodforde,male,21.728,184.152,1.68,7.544,1,England S,11.66,11.32,GG,Multivoltine,,
60,wall,Nymphalidae,August,1919,Cambridgeshire,JJL,male,22.022,192.244,1.733,7.741,3,England S,11.66,11.32,GG,Multivoltine,,
18,white admiral,Nymphalidae,June,1919,Hampshire,AE Burras,,26.193,250.419,2.135,9.468,2,England S,11.66,11.32,SS,Univoltine,,
21,white admiral,Nymphalidae,June,1919,Gloucestershire,J Collins,,26.26,255.282,2.32,8.679,2,England S,11.66,11.32,SS,Univoltine,,
22,white admiral,Nymphalidae,July,1919,Berkshire,Thornewill,,26.925,274.99,2.244,8.494,2,England S,11.66,11.32,SS,Univoltine,,
49,white admiral,Nymphalidae,July,1919,Hampshire,Robertson,,28.524,306.518,2.283,9.653,2,England S,11.66,11.32,SS,Univoltine,,
32,dark green fritillary,Nymphalidae,July,1920,Cumbria,EB Ford,,28.126,298.969,2.545,11.063,5,England N,10.015,10.215,GS,Univoltine,,
99,marbled white,Nymphalidae,June,1920,West Sussex,,male,23.301,211.95,1.963,10.199,2,England S,11.32,11.585,GG,Univoltine,,
2,meadow brown,Nymphalidae,September,1920,Oxfordshire,AH Hamm,female,22.97,214.824,2.111,7.762,2,England S,11.32,11.585,GG,Univoltine,,
67,meadow brown,Nymphalidae,July,1920,Buckinghamshire,HRB,female,25.414,245.894,2.203,6.758,2,England S,11.32,11.585,GG,Univoltine,,
99,meadow brown,Nymphalidae,August,1920,Somerset,,female,23.558,215.573,2.138,7.73,2,England S,11.32,11.585,GG,Univoltine,,
54,peacock,Nymphalidae,August,1920,Oxfordshire,AH Hamm,,26.983,309.056,3.331,7.48,2,England S,11.32,11.585,GS,Univoltine,,
79,silver washed fritillary,Nymphalidae,July,1920,Hampshire,CH Cork,female,33.721,414.076,3.67,11.372,2,England S,11.32,11.585,SS,Univoltine,,
92,silver washed fritillary,Nymphalidae,August,1920,Hampshire,,female,32.938,383.386,3.673,9.927,2,England S,11.32,11.585,SS,Univoltine,,
84,wall,Nymphalidae,May,1920,Bedfordshire,WG Nash,male,19.331,152.849,1.644,7.38,3,England S,11.32,11.585,GG,Multivoltine,,
60,white admiral,Nymphalidae,June,1920,Hampshire,JJ Walker,,28.022,284.364,2.35,9.341,2,England S,11.32,11.585,SS,Univoltine,,
33,comma,Nymphalidae,September,1921,Berkshire,JJ Walker,,24.472,220.999,2.368,6.777,2,England S,11.585,12.62,GG,Multivoltine,,
34,comma,Nymphalidae,September,1921,Berkshire,JJ Walker,,25.683,248.078,2.962,7.601,2,England S,11.585,12.62,GG,Multivoltine,,
35,comma,Nymphalidae,September,1921,Berkshire,JJ Walker,,24.733,205.934,2.901,8.185,2,England S,11.585,12.62,GG,Multivoltine,,
49,large heath,Nymphalidae,July,1921,Cumbria,HD and RB Ford,,18.029,138.519,1.24,6.26,5,England N,10.215,11.065,SS,Univoltine,,
50,large heath,Nymphalidae,July,1921,Cumbria,HD and RB Ford,,17.699,120.333,1.119,6.08,5,England N,10.215,11.065,SS,Univoltine,,
51,large heath,Nymphalidae,July,1921,Cumbria,HD and RB Ford,,18.166,120.984,1.122,6.383,5,England N,10.215,11.065,SS,Univoltine,,
55,large heath,Nymphalidae,July,1921,Cumbria,HD and RB Ford,,17.437,110.721,1.301,6.443,5,England N,10.215,11.065,SS,Univoltine,,
56,large heath,Nymphalidae,July,1921,Cumbria,HD and RB Ford,,18.491,127.25,1.874,5.567,5,England N,10.215,11.065,SS,Univoltine,,
12,small tortoiseshell,Nymphalidae,September,1921,Berkshire,AH Hamm,,24.984,235.024,2.662,6.745,2,England S,11.585,12.62,GS,Multivoltine,,
46,small tortoiseshell,Nymphalidae,September,1921,South Wales,FC Woodforde,,26.035,259.627,3.054,8.286,2,Wales,10.415,11.439,GS,Multivoltine,,
47,small tortoiseshell,Nymphalidae,September,1921,South Wales,FC Woodforde,,25.611,242.568,3.252,8.236,2,Wales,10.415,11.439,GS,Multivoltine,,
48,small tortoiseshell,Nymphalidae,September,1921,South Wales,FC Woodforde,,25.455,247.585,3.406,7.811,2,Wales,10.415,11.439,GS,Multivoltine,,
49,small tortoiseshell,Nymphalidae,September,1921,South Wales,FC Woodforde,,24.742,233.481,2.311,7.873,2,Wales,10.415,11.439,GS,Multivoltine,,
50,small tortoiseshell,Nymphalidae,September,1921,South Wales,FC Woodforde,,19.748,143.353,2.765,6.839,2,Wales,10.415,11.439,GS,Multivoltine,,
51,small tortoiseshell,Nymphalidae,September,1921,South Wales,FC Woodforde,,24.255,229.68,2.585,8.205,2,Wales,10.415,11.439,GS,Multivoltine,,
57,small tortoiseshell,Nymphalidae,August,1921,Fife,Meldola,,23.5,206.058,3.221,8.418,7,Scotland,8.73,9.205,GS,Multivoltine,,
93,speckled wood,Nymphalidae,June,1921,Hampshire,JJ Walker,,22.472,199.04,1.654,7.342,2,England S,11.585,12.62,GG,Multivoltine,,
54,wall,Nymphalidae,September,1921,Berkshire,AH Hamm,female,23.913,227.881,2.329,7.713,2,England S,11.585,12.62,GG,Multivoltine,,
64,wall,Nymphalidae,September,1921,South Wales,FC Woodforde,male,20.871,165.918,1.286,7.81,2,Wales,10.415,11.439,GG,Multivoltine,,
25,comma,Nymphalidae,September,1922,Gloucestershire,Thornewill,,25.195,221.992,2.534,7.45,2,England S,12.62,10.755,GG,Multivoltine,,
37,comma,Nymphalidae,July,1922,Oxfordshire,EGR Waters,,26.375,264.144,2.841,7.395,2,England S,12.62,10.755,GG,Multivoltine,,
38,comma,Nymphalidae,October,1922,Oxfordshire,EGR Waters,,22.921,185.804,2.717,6.717,2,England S,12.62,10.755,GG,Multivoltine,,
23,dark green fritillary,Nymphalidae,June,1922,East Sussex,JC Stevens,,26.941,284.735,3.23,9.21,2,England S,12.62,10.755,GS,Univoltine,,
75,large heath,Nymphalidae,August,1922,Argyll,,,17.533,122.052,1.292,5.464,7,Scotland,9.205,7.86,SS,Univoltine,,
6,marbled white,Nymphalidae,July,1922,Oxfordshire,EGR Waters,male,25.474,257.977,2.086,9.949,2,England S,12.62,10.755,GG,Univoltine,,
7,marbled white,Nymphalidae,July,1922,Oxfordshire,EGR Waters,male,23.369,215.748,1.723,9.889,2,England S,12.62,10.755,GG,Univoltine,,
8,marbled white,Nymphalidae,July,1922,Oxfordshire,AH Hamm,male,24.716,243.689,2.116,9.315,2,England S,12.62,10.755,GG,Univoltine,,
9,marbled white,Nymphalidae,July,1922,Oxfordshire,AH Hamm,male,22.863,211.32,1.965,9.617,2,England S,12.62,10.755,GG,Univoltine,,
10,marbled white,Nymphalidae,July,1922,Oxfordshire,AH Hamm,male,23.652,215.018,2.36,8.052,2,England S,12.62,10.755,GG,Univoltine,,
11,marbled white,Nymphalidae,July,1922,Oxfordshire,AH Hamm,female,25.478,239.865,2.994,8.045,2,England S,12.62,10.755,GG,Univoltine,,
71,speckled wood,Nymphalidae,July,1922,Berkshire,EGR Waters,,22.154,183.234,1.419,7.782,2,England S,12.62,10.755,GG,Multivoltine,,
96,speckled wood,Nymphalidae,June,1922,Hampshire,JJ Walker,,22.734,214.111,1.883,6.72,2,England S,12.62,10.755,GG,Multivoltine,,
97,speckled wood,Nymphalidae,May,1922,Oxfordshire,JJ Walker,,20.68,172.189,1.969,6.205,2,England S,12.62,10.755,GG,Multivoltine,,
99,white admiral,Nymphalidae,July,1922,Oxfordshire,EGR Waters,,28.595,310.344,2.564,9.067,2,England S,12.62,10.755,SS,Univoltine,,
105,white admiral,Nymphalidae,July,1922,Oxfordshire,EGR Waters,,29.752,330.589,2.291,7.723,2,England S,12.62,10.755,SS,Univoltine,,
103,gatekeeper,Nymphalidae,August,1923,East Sussex,WG Nash,male,18.902,142.012,1.87,8.132,2,England S,10.755,11.575,GG,Univoltine,,
115,gatekeeper,Nymphalidae,July,1923,Greater London,,female,20.291,168.89,1.841,6.971,2,England S,10.755,11.575,GG,Univoltine,,
37,small tortoiseshell,Nymphalidae,July,1923,Cambridgeshire,JJL,,24.049,223.747,2.419,6.17,2,England S,10.755,11.575,GS,Multivoltine,,
79,small tortoiseshell,Nymphalidae,July,1923,Cambridgeshire,JJL,,26.717,275.282,3.541,7.231,3,England S,10.755,11.575,GS,Multivoltine,,
99,speckled wood,Nymphalidae,June,1923,Dorset,,,21.268,177.198,1.476,7.083,1,England S,10.755,11.575,GG,Multivoltine,,
100,speckled wood,Nymphalidae,June,1923,Dorset,,,22.036,187.884,1.648,8.003,1,England S,10.755,11.575,GG,Multivoltine,,
107,wall,Nymphalidae,May,1923,Somerset,,female,22.132,203.009,3.01,6.532,2,England S,10.755,11.575,GG,Multivoltine,,
61,white admiral,Nymphalidae,June,1923,Hampshire,JJ Walker,,27.634,284.541,2.595,8.852,2,England S,10.755,11.575,SS,Univoltine,,
102,white admiral,Nymphalidae,June,1923,Hampshire,JJ Walker,,27.803,287.71,3.114,9.555,2,England S,10.755,11.575,SS,Univoltine,,
47,comma,Nymphalidae,October,1924,Oxfordshire,,,24.382,201.548,2.717,7.54,2,England S,11.575,11.095,GG,Multivoltine,,
53,silver washed fritillary,Nymphalidae,August,1924,Devon,,male,32.995,391.441,2.92,10.678,1,England S,11.575,11.095,SS,Univoltine,,
48,comma,Nymphalidae,September,1925,Oxfordshire,,,24.838,217.437,2.778,6.716,2,England S,11.095,11.815,GG,Multivoltine,,
71,comma,Nymphalidae,July,1925,Berkshire,,,21.174,161.251,3.591,7.182,2,England S,11.095,11.815,GG,Multivoltine,,
61,dark green fritillary,Nymphalidae,July,1925,Surrey,,,29.853,334.954,3.545,11.664,2,England S,11.095,11.815,GS,Univoltine,,
64,dark green fritillary,Nymphalidae,July,1925,Surrey,,,27.833,282.145,2.945,8.436,2,England S,11.095,11.815,GS,Univoltine,,
